,country_destination_encoded,country_destination
199856,10,US
199857,10,US
199858,10,US
199859,3,ES
199860,7,NDF
199861,10,US
199862,7,NDF
199863,7,NDF
199864,7,NDF
199865,10,US
199866,10,US
199867,7,NDF
199868,7,NDF
199869,10,US
199870,7,NDF
199871,7,NDF
199872,7,NDF
199873,7,NDF
199874,10,US
199875,10,US
199876,7,NDF
199877,11,other
199878,10,US
199879,11,other
199880,7,NDF
199881,10,US
199882,7,NDF
199883,7,NDF
199884,10,US
199885,10,US
199886,10,US
199887,10,US
199888,7,NDF
199889,10,US
199890,10,US
199891,10,US
199892,9,PT
199893,7,NDF
199894,7,NDF
199895,7,NDF
199896,3,ES
199897,7,NDF
199898,7,NDF
199899,7,NDF
199900,7,NDF
199901,10,US
199902,7,NDF
199903,7,NDF
199904,7,NDF
199905,7,NDF
199906,10,US
199907,7,NDF
199908,10,US
199909,10,US
199910,7,NDF
199911,7,NDF
199912,7,NDF
199913,7,NDF
199914,7,NDF
199915,7,NDF
199916,10,US
199917,7,NDF
199918,7,NDF
199919,4,FR
199920,7,NDF
199921,10,US
199922,7,NDF
199923,10,US
199924,7,NDF
199925,10,US
199926,11,other
199927,10,US
199928,10,US
199929,7,NDF
199930,7,NDF
199931,7,NDF
199932,11,other
199933,7,NDF
199934,10,US
199935,7,NDF
199936,7,NDF
199937,7,NDF
199938,10,US
199939,10,US
199940,7,NDF
199941,7,NDF
199942,7,NDF
199943,3,ES
199944,7,NDF
199945,7,NDF
199946,7,NDF
199947,1,CA
199948,10,US
199949,7,NDF
199950,10,US
199951,7,NDF
199952,7,NDF
199953,8,NL
199954,7,NDF
199955,7,NDF
199956,7,NDF
199957,7,NDF
199958,3,ES
199959,7,NDF
199960,7,NDF
199961,7,NDF
199962,10,US
199963,7,NDF
199964,6,IT
199965,10,US
199966,7,NDF
199967,11,other
199968,7,NDF
199969,7,NDF
199970,10,US
199971,10,US
199972,10,US
199973,7,NDF
199974,10,US
199975,7,NDF
199976,7,NDF
199977,11,other
199978,6,IT
199979,7,NDF
199980,4,FR
199981,7,NDF
199982,7,NDF
199983,10,US
199984,7,NDF
199985,7,NDF
199986,7,NDF
199987,7,NDF
199988,10,US
199989,10,US
199990,7,NDF
199991,7,NDF
199992,7,NDF
199993,5,GB
199994,7,NDF
199995,10,US
199996,11,other
199997,10,US
199998,7,NDF
199999,7,NDF
200000,7,NDF
200001,10,US
200002,10,US
200003,11,other
200004,7,NDF
200005,7,NDF
200006,11,other
200007,10,US
200008,7,NDF
200009,7,NDF
200010,7,NDF
200011,7,NDF
200012,10,US
200013,11,other
200014,10,US
200015,10,US
200016,10,US
200017,7,NDF
200018,7,NDF
200019,7,NDF
200020,7,NDF
200021,7,NDF
200022,7,NDF
200023,7,NDF
200024,11,other
200025,10,US
200026,7,NDF
200027,7,NDF
200028,11,other
200029,2,DE
200030,5,GB
200031,7,NDF
200032,7,NDF
200033,7,NDF
200034,7,NDF
200035,7,NDF
200036,7,NDF
200037,10,US
200038,10,US
200039,7,NDF
200040,10,US
200041,7,NDF
200042,7,NDF
200043,7,NDF
200044,7,NDF
200045,10,US
200046,7,NDF
200047,7,NDF
200048,7,NDF
200049,10,US
200050,10,US
200051,7,NDF
200052,7,NDF
200053,10,US
200054,10,US
200055,7,NDF
200056,7,NDF
200057,7,NDF
200058,7,NDF
200059,7,NDF
200060,7,NDF
200061,10,US
200062,7,NDF
200063,7,NDF
200064,5,GB
200065,7,NDF
200066,7,NDF
200067,11,other
200068,7,NDF
200069,6,IT
200070,7,NDF
200071,10,US
200072,7,NDF
200073,7,NDF
200074,10,US
200075,7,NDF
200076,7,NDF
200077,7,NDF
200078,10,US
200079,10,US
200080,7,NDF
200081,7,NDF
200082,7,NDF
200083,10,US
200084,7,NDF
200085,7,NDF
200086,10,US
200087,7,NDF
200088,7,NDF
200089,7,NDF
200090,10,US
200091,6,IT
200092,11,other
200093,10,US
200094,7,NDF
200095,7,NDF
200096,10,US
200097,10,US
200098,7,NDF
200099,7,NDF
200100,10,US
200101,7,NDF
200102,7,NDF
200103,9,PT
200104,10,US
200105,10,US
200106,10,US
200107,7,NDF
200108,10,US
200109,7,NDF
200110,7,NDF
200111,7,NDF
200112,10,US
200113,7,NDF
200114,7,NDF
200115,7,NDF
200116,7,NDF
200117,10,US
200118,7,NDF
200119,10,US
200120,7,NDF
200121,7,NDF
200122,11,other
200123,10,US
200124,7,NDF
200125,4,FR
200126,7,NDF
200127,10,US
200128,7,NDF
200129,7,NDF
200130,10,US
200131,7,NDF
200132,10,US
200133,7,NDF
200134,7,NDF
200135,7,NDF
200136,7,NDF
200137,7,NDF
200138,10,US
200139,7,NDF
200140,10,US
200141,11,other
200142,7,NDF
200143,10,US
200144,11,other
200145,10,US
200146,11,other
200147,7,NDF
200148,10,US
200149,7,NDF
200150,7,NDF
200151,7,NDF
200152,4,FR
200153,10,US
200154,7,NDF
200155,10,US
200156,7,NDF
200157,7,NDF
200158,7,NDF
200159,7,NDF
200160,7,NDF
200161,7,NDF
200162,10,US
200163,7,NDF
200164,7,NDF
200165,7,NDF
200166,7,NDF
200167,10,US
200168,6,IT
200169,10,US
200170,7,NDF
200171,7,NDF
200172,11,other
200173,1,CA
200174,7,NDF
200175,7,NDF
200176,10,US
200177,10,US
200178,10,US
200179,10,US
200180,10,US
200181,7,NDF
200182,10,US
200183,10,US
200184,7,NDF
200185,10,US
200186,3,ES
200187,7,NDF
200188,10,US
200189,10,US
200190,7,NDF
200191,11,other
200192,10,US
200193,10,US
200194,11,other
200195,7,NDF
200196,7,NDF
200197,7,NDF
200198,7,NDF
200199,7,NDF
200200,10,US
200201,10,US
200202,7,NDF
200203,10,US
200204,7,NDF
200205,7,NDF
200206,10,US
200207,10,US
200208,7,NDF
200209,10,US
200210,10,US
200211,7,NDF
200212,7,NDF
200213,10,US
200214,7,NDF
200215,7,NDF
200216,7,NDF
200217,7,NDF
200218,7,NDF
200219,7,NDF
200220,10,US
200221,7,NDF
200222,11,other
200223,7,NDF
200224,10,US
200225,7,NDF
200226,10,US
200227,7,NDF
200228,10,US
200229,7,NDF
200230,7,NDF
200231,11,other
200232,7,NDF
200233,10,US
200234,10,US
200235,7,NDF
200236,7,NDF
200237,7,NDF
200238,5,GB
200239,7,NDF
200240,7,NDF
200241,7,NDF
200242,7,NDF
200243,7,NDF
200244,7,NDF
200245,5,GB
200246,7,NDF
200247,10,US
200248,7,NDF
200249,7,NDF
200250,7,NDF
200251,7,NDF
200252,10,US
200253,1,CA
200254,7,NDF
200255,4,FR
200256,10,US
200257,10,US
200258,7,NDF
200259,7,NDF
200260,7,NDF
200261,10,US
200262,7,NDF
200263,10,US
200264,7,NDF
200265,11,other
200266,10,US
200267,4,FR
200268,4,FR
200269,7,NDF
200270,10,US
200271,10,US
200272,7,NDF
200273,7,NDF
200274,7,NDF
200275,7,NDF
200276,10,US
200277,7,NDF
200278,10,US
200279,7,NDF
200280,7,NDF
200281,10,US
200282,10,US
200283,10,US
200284,7,NDF
200285,7,NDF
200286,7,NDF
200287,7,NDF
200288,10,US
200289,7,NDF
200290,7,NDF
200291,10,US
200292,7,NDF
200293,7,NDF
200294,7,NDF
200295,7,NDF
200296,10,US
200297,4,FR
200298,10,US
200299,2,DE
200300,7,NDF
200301,7,NDF
200302,7,NDF
200303,7,NDF
200304,7,NDF
200305,7,NDF
200306,7,NDF
200307,7,NDF
200308,7,NDF
200309,7,NDF
200310,7,NDF
200311,7,NDF
200312,10,US
200313,10,US
200314,7,NDF
200315,11,other
200316,7,NDF
200317,7,NDF
200318,10,US
200319,10,US
200320,7,NDF
200321,7,NDF
200322,7,NDF
200323,6,IT
200324,7,NDF
200325,7,NDF
200326,7,NDF
200327,1,CA
200328,10,US
200329,10,US
200330,7,NDF
200331,7,NDF
200332,7,NDF
200333,7,NDF
200334,7,NDF
200335,7,NDF
200336,7,NDF
200337,7,NDF
200338,7,NDF
200339,10,US
200340,10,US
200341,11,other
200342,3,ES
200343,10,US
200344,7,NDF
200345,7,NDF
200346,7,NDF
200347,7,NDF
200348,7,NDF
200349,7,NDF
200350,7,NDF
200351,7,NDF
200352,7,NDF
200353,10,US
200354,7,NDF
200355,7,NDF
200356,10,US
200357,7,NDF
200358,7,NDF
200359,7,NDF
200360,7,NDF
200361,11,other
200362,7,NDF
200363,10,US
200364,7,NDF
200365,7,NDF
200366,10,US
200367,7,NDF
200368,7,NDF
200369,7,NDF
200370,7,NDF
200371,7,NDF
200372,7,NDF
200373,10,US
200374,7,NDF
200375,10,US
200376,7,NDF
200377,7,NDF
200378,10,US
200379,7,NDF
200380,10,US
200381,7,NDF
200382,7,NDF
200383,10,US
200384,7,NDF
200385,7,NDF
200386,7,NDF
200387,7,NDF
200388,10,US
200389,7,NDF
200390,7,NDF
200391,7,NDF
200392,7,NDF
200393,10,US
200394,7,NDF
200395,7,NDF
200396,7,NDF
200397,7,NDF
200398,7,NDF
200399,10,US
200400,7,NDF
200401,7,NDF
200402,10,US
200403,7,NDF
200404,7,NDF
200405,10,US
200406,7,NDF
200407,7,NDF
200408,10,US
200409,7,NDF
200410,7,NDF
200411,7,NDF
200412,7,NDF
200413,7,NDF
200414,7,NDF
200415,7,NDF
200416,7,NDF
200417,7,NDF
200418,7,NDF
200419,7,NDF
200420,10,US
200421,7,NDF
200422,7,NDF
200423,7,NDF
200424,7,NDF
200425,10,US
200426,6,IT
200427,5,GB
200428,8,NL
200429,7,NDF
200430,7,NDF
200431,10,US
200432,2,DE
200433,10,US
200434,7,NDF
200435,7,NDF
200436,7,NDF
200437,7,NDF
200438,7,NDF
200439,7,NDF
200440,11,other
200441,7,NDF
200442,1,CA
200443,10,US
200444,7,NDF
200445,7,NDF
200446,11,other
200447,7,NDF
200448,7,NDF
200449,7,NDF
200450,10,US
200451,10,US
200452,7,NDF
200453,7,NDF
200454,7,NDF
200455,7,NDF
200456,7,NDF
200457,7,NDF
200458,7,NDF
200459,7,NDF
200460,7,NDF
200461,7,NDF
200462,7,NDF
200463,10,US
200464,10,US
200465,0,AU
200466,4,FR
200467,10,US
200468,10,US
200469,7,NDF
200470,10,US
200471,10,US
200472,7,NDF
200473,7,NDF
200474,10,US
200475,3,ES
200476,10,US
200477,7,NDF
200478,4,FR
200479,7,NDF
200480,11,other
200481,7,NDF
200482,11,other
200483,7,NDF
200484,7,NDF
200485,10,US
200486,7,NDF
200487,10,US
200488,7,NDF
200489,10,US
200490,1,CA
200491,10,US
200492,7,NDF
200493,7,NDF
200494,7,NDF
200495,10,US
200496,7,NDF
200497,7,NDF
200498,10,US
200499,7,NDF
200500,10,US
200501,10,US
200502,6,IT
200503,7,NDF
200504,10,US
200505,7,NDF
200506,10,US
200507,10,US
200508,7,NDF
200509,4,FR
200510,7,NDF
200511,7,NDF
200512,7,NDF
200513,10,US
200514,4,FR
200515,11,other
200516,7,NDF
200517,10,US
200518,7,NDF
200519,7,NDF
200520,7,NDF
200521,7,NDF
200522,7,NDF
200523,10,US
200524,7,NDF
200525,7,NDF
200526,10,US
200527,7,NDF
200528,10,US
200529,10,US
200530,2,DE
200531,7,NDF
200532,7,NDF
200533,10,US
200534,10,US
200535,10,US
200536,10,US
200537,10,US
200538,10,US
200539,7,NDF
200540,7,NDF
200541,4,FR
200542,7,NDF
200543,7,NDF
200544,11,other
200545,7,NDF
200546,1,CA
200547,7,NDF
200548,6,IT
200549,7,NDF
200550,10,US
200551,7,NDF
200552,7,NDF
200553,10,US
200554,7,NDF
200555,11,other
200556,7,NDF
200557,10,US
200558,10,US
200559,7,NDF
200560,7,NDF
200561,7,NDF
200562,7,NDF
200563,7,NDF
200564,7,NDF
200565,10,US
200566,7,NDF
200567,7,NDF
200568,7,NDF
200569,7,NDF
200570,3,ES
200571,10,US
200572,7,NDF
200573,7,NDF
200574,7,NDF
200575,1,CA
200576,7,NDF
200577,7,NDF
200578,10,US
200579,7,NDF
200580,6,IT
200581,7,NDF
200582,7,NDF
200583,7,NDF
200584,10,US
200585,6,IT
200586,10,US
200587,7,NDF
200588,7,NDF
200589,7,NDF
200590,7,NDF
200591,7,NDF
200592,7,NDF
200593,7,NDF
200594,11,other
200595,7,NDF
200596,7,NDF
200597,7,NDF
200598,7,NDF
200599,4,FR
200600,7,NDF
200601,7,NDF
200602,10,US
200603,7,NDF
200604,7,NDF
200605,10,US
200606,7,NDF
200607,7,NDF
200608,10,US
200609,7,NDF
200610,7,NDF
200611,7,NDF
200612,7,NDF
200613,10,US
200614,3,ES
200615,10,US
200616,7,NDF
200617,7,NDF
200618,4,FR
200619,7,NDF
200620,7,NDF
200621,1,CA
200622,3,ES
200623,11,other
200624,7,NDF
200625,10,US
200626,7,NDF
200627,7,NDF
200628,7,NDF
200629,7,NDF
200630,7,NDF
200631,7,NDF
200632,7,NDF
200633,7,NDF
200634,7,NDF
200635,7,NDF
200636,10,US
200637,10,US
200638,7,NDF
200639,6,IT
200640,2,DE
200641,10,US
200642,7,NDF
200643,7,NDF
200644,7,NDF
200645,7,NDF
200646,10,US
200647,10,US
200648,7,NDF
200649,10,US
200650,7,NDF
200651,7,NDF
200652,7,NDF
200653,10,US
200654,7,NDF
200655,7,NDF
200656,7,NDF
200657,7,NDF
200658,10,US
200659,7,NDF
200660,10,US
200661,10,US
200662,11,other
200663,10,US
200664,7,NDF
200665,7,NDF
200666,7,NDF
200667,7,NDF
200668,7,NDF
200669,7,NDF
200670,10,US
200671,7,NDF
200672,7,NDF
200673,10,US
200674,7,NDF
200675,7,NDF
200676,7,NDF
200677,7,NDF
200678,7,NDF
200679,7,NDF
200680,7,NDF
200681,10,US
200682,10,US
200683,10,US
200684,7,NDF
200685,10,US
200686,11,other
200687,7,NDF
200688,7,NDF
200689,7,NDF
200690,3,ES
200691,7,NDF
200692,7,NDF
200693,7,NDF
200694,7,NDF
200695,7,NDF
200696,7,NDF
200697,10,US
200698,7,NDF
200699,7,NDF
200700,10,US
200701,3,ES
200702,7,NDF
200703,10,US
200704,10,US
200705,10,US
200706,11,other
200707,10,US
200708,7,NDF
200709,7,NDF
200710,10,US
200711,7,NDF
200712,10,US
200713,10,US
200714,7,NDF
200715,7,NDF
200716,10,US
200717,7,NDF
200718,7,NDF
200719,7,NDF
200720,7,NDF
200721,7,NDF
200722,7,NDF
200723,7,NDF
200724,10,US
200725,7,NDF
200726,7,NDF
200727,4,FR
200728,11,other
200729,7,NDF
200730,10,US
200731,1,CA
200732,7,NDF
200733,7,NDF
200734,7,NDF
200735,7,NDF
200736,10,US
200737,7,NDF
200738,7,NDF
200739,1,CA
200740,6,IT
200741,7,NDF
200742,7,NDF
200743,7,NDF
200744,7,NDF
200745,7,NDF
200746,7,NDF
200747,7,NDF
200748,10,US
200749,10,US
200750,7,NDF
200751,5,GB
200752,7,NDF
200753,10,US
200754,10,US
200755,7,NDF
200756,7,NDF
200757,10,US
200758,7,NDF
200759,7,NDF
200760,5,GB
200761,7,NDF
200762,11,other
200763,7,NDF
200764,7,NDF
200765,10,US
200766,11,other
200767,7,NDF
200768,7,NDF
200769,7,NDF
200770,7,NDF
200771,10,US
200772,11,other
200773,10,US
200774,7,NDF
200775,7,NDF
200776,10,US
200777,7,NDF
200778,7,NDF
200779,7,NDF
200780,7,NDF
200781,7,NDF
200782,7,NDF
200783,7,NDF
200784,10,US
200785,7,NDF
200786,7,NDF
200787,7,NDF
200788,10,US
200789,7,NDF
200790,10,US
200791,7,NDF
200792,7,NDF
200793,10,US
200794,10,US
200795,7,NDF
200796,7,NDF
200797,10,US
200798,7,NDF
200799,7,NDF
200800,7,NDF
200801,7,NDF
200802,7,NDF
200803,7,NDF
200804,7,NDF
200805,7,NDF
200806,10,US
200807,7,NDF
200808,10,US
200809,10,US
200810,7,NDF
200811,7,NDF
200812,10,US
200813,7,NDF
200814,7,NDF
200815,1,CA
200816,7,NDF
200817,7,NDF
200818,7,NDF
200819,7,NDF
200820,7,NDF
200821,10,US
200822,10,US
200823,7,NDF
200824,7,NDF
200825,10,US
200826,6,IT
200827,7,NDF
200828,7,NDF
200829,7,NDF
200830,7,NDF
200831,10,US
200832,1,CA
200833,7,NDF
200834,7,NDF
200835,10,US
200836,10,US
200837,7,NDF
200838,7,NDF
200839,3,ES
200840,4,FR
200841,7,NDF
200842,7,NDF
200843,10,US
200844,7,NDF
200845,7,NDF
200846,7,NDF
200847,7,NDF
200848,1,CA
200849,10,US
200850,7,NDF
200851,7,NDF
200852,7,NDF
200853,7,NDF
200854,10,US
200855,7,NDF
200856,10,US
200857,7,NDF
200858,7,NDF
200859,10,US
200860,7,NDF
200861,7,NDF
200862,10,US
200863,11,other
200864,7,NDF
200865,7,NDF
200866,11,other
200867,5,GB
200868,7,NDF
200869,8,NL
200870,7,NDF
200871,10,US
200872,7,NDF
200873,10,US
200874,4,FR
200875,10,US
200876,7,NDF
200877,6,IT
200878,11,other
200879,4,FR
200880,7,NDF
200881,7,NDF
200882,10,US
200883,10,US
200884,11,other
200885,5,GB
200886,7,NDF
200887,7,NDF
200888,7,NDF
200889,4,FR
200890,7,NDF
200891,7,NDF
200892,7,NDF
200893,7,NDF
200894,7,NDF
200895,11,other
200896,7,NDF
200897,10,US
200898,7,NDF
200899,10,US
200900,7,NDF
200901,7,NDF
200902,11,other
200903,7,NDF
200904,7,NDF
200905,7,NDF
200906,11,other
200907,11,other
200908,7,NDF
200909,10,US
200910,7,NDF
200911,7,NDF
200912,7,NDF
200913,7,NDF
200914,7,NDF
200915,7,NDF
200916,7,NDF
200917,7,NDF
200918,10,US
200919,10,US
200920,7,NDF
200921,4,FR
200922,7,NDF
200923,7,NDF
200924,10,US
200925,7,NDF
200926,7,NDF
200927,7,NDF
200928,3,ES
200929,7,NDF
200930,10,US
200931,7,NDF
200932,7,NDF
200933,4,FR
200934,7,NDF
200935,7,NDF
200936,10,US
200937,10,US
200938,7,NDF
200939,11,other
200940,7,NDF
200941,7,NDF
200942,10,US
200943,7,NDF
200944,7,NDF
200945,7,NDF
200946,7,NDF
200947,4,FR
200948,7,NDF
200949,7,NDF
200950,10,US
200951,7,NDF
200952,7,NDF
200953,7,NDF
200954,7,NDF
200955,8,NL
200956,7,NDF
200957,7,NDF
200958,11,other
200959,11,other
200960,7,NDF
200961,7,NDF
200962,7,NDF
200963,7,NDF
200964,7,NDF
200965,7,NDF
200966,10,US
200967,7,NDF
200968,7,NDF
200969,10,US
200970,7,NDF
200971,11,other
200972,10,US
200973,7,NDF
200974,7,NDF
200975,7,NDF
200976,10,US
200977,7,NDF
200978,7,NDF
200979,7,NDF
200980,7,NDF
200981,7,NDF
200982,7,NDF
200983,10,US
200984,7,NDF
200985,7,NDF
200986,7,NDF
200987,11,other
200988,10,US
200989,7,NDF
200990,10,US
200991,7,NDF
200992,11,other
200993,10,US
200994,10,US
200995,10,US
200996,7,NDF
200997,11,other
200998,7,NDF
200999,10,US
201000,7,NDF
201001,7,NDF
201002,7,NDF
201003,7,NDF
201004,7,NDF
201005,7,NDF
201006,7,NDF
201007,7,NDF
201008,2,DE
201009,7,NDF
201010,7,NDF
201011,10,US
201012,7,NDF
201013,10,US
201014,7,NDF
201015,7,NDF
201016,10,US
201017,10,US
201018,7,NDF
201019,10,US
201020,7,NDF
201021,7,NDF
201022,10,US
201023,10,US
201024,7,NDF
201025,7,NDF
201026,7,NDF
201027,7,NDF
201028,10,US
201029,7,NDF
201030,10,US
201031,7,NDF
201032,7,NDF
201033,10,US
201034,7,NDF
201035,10,US
201036,10,US
201037,10,US
201038,7,NDF
201039,7,NDF
201040,7,NDF
201041,10,US
201042,7,NDF
201043,7,NDF
201044,10,US
201045,10,US
201046,10,US
201047,7,NDF
201048,4,FR
201049,7,NDF
201050,7,NDF
201051,7,NDF
201052,7,NDF
201053,7,NDF
201054,7,NDF
201055,10,US
201056,7,NDF
201057,7,NDF
201058,10,US
201059,10,US
201060,10,US
201061,10,US
201062,7,NDF
201063,10,US
201064,7,NDF
201065,10,US
201066,7,NDF
201067,3,ES
201068,10,US
201069,7,NDF
201070,7,NDF
201071,10,US
201072,7,NDF
201073,10,US
201074,10,US
201075,7,NDF
201076,7,NDF
201077,10,US
201078,7,NDF
201079,10,US
201080,10,US
201081,7,NDF
201082,10,US
201083,7,NDF
201084,7,NDF
201085,7,NDF
201086,7,NDF
201087,7,NDF
201088,10,US
201089,7,NDF
201090,7,NDF
201091,5,GB
201092,7,NDF
201093,7,NDF
201094,7,NDF
201095,10,US
201096,7,NDF
201097,10,US
201098,1,CA
201099,7,NDF
201100,10,US
201101,10,US
201102,7,NDF
201103,10,US
201104,11,other
201105,7,NDF
201106,7,NDF
201107,7,NDF
201108,7,NDF
201109,7,NDF
201110,7,NDF
201111,7,NDF
201112,10,US
201113,7,NDF
201114,11,other
201115,2,DE
201116,7,NDF
201117,7,NDF
201118,7,NDF
201119,10,US
201120,7,NDF
201121,4,FR
201122,7,NDF
201123,10,US
201124,7,NDF
201125,7,NDF
201126,10,US
201127,7,NDF
201128,7,NDF
201129,7,NDF
201130,10,US
201131,7,NDF
201132,7,NDF
201133,7,NDF
201134,7,NDF
201135,10,US
201136,7,NDF
201137,10,US
201138,10,US
201139,7,NDF
201140,7,NDF
201141,7,NDF
201142,10,US
201143,7,NDF
201144,10,US
201145,7,NDF
201146,7,NDF
201147,7,NDF
201148,8,NL
201149,11,other
201150,10,US
201151,7,NDF
201152,7,NDF
201153,7,NDF
201154,7,NDF
201155,7,NDF
201156,10,US
201157,7,NDF
201158,7,NDF
201159,10,US
201160,7,NDF
201161,7,NDF
201162,11,other
201163,7,NDF
201164,7,NDF
201165,10,US
201166,7,NDF
201167,7,NDF
201168,10,US
201169,7,NDF
201170,10,US
201171,7,NDF
201172,10,US
201173,7,NDF
201174,7,NDF
201175,10,US
201176,7,NDF
201177,7,NDF
201178,7,NDF
201179,7,NDF
201180,7,NDF
201181,10,US
201182,7,NDF
201183,10,US
201184,7,NDF
201185,10,US
201186,7,NDF
201187,7,NDF
201188,7,NDF
201189,7,NDF
201190,7,NDF
201191,7,NDF
201192,10,US
201193,10,US
201194,7,NDF
201195,4,FR
201196,7,NDF
201197,7,NDF
201198,10,US
201199,10,US
201200,10,US
201201,7,NDF
201202,7,NDF
201203,7,NDF
201204,7,NDF
201205,10,US
201206,7,NDF
201207,3,ES
201208,7,NDF
201209,7,NDF
201210,7,NDF
201211,7,NDF
201212,7,NDF
201213,7,NDF
201214,7,NDF
201215,10,US
201216,10,US
201217,7,NDF
201218,10,US
201219,7,NDF
201220,10,US
201221,7,NDF
201222,4,FR
201223,6,IT
201224,7,NDF
201225,7,NDF
201226,10,US
201227,7,NDF
201228,7,NDF
201229,10,US
201230,7,NDF
201231,7,NDF
201232,7,NDF
201233,10,US
201234,10,US
201235,7,NDF
201236,10,US
201237,7,NDF
201238,7,NDF
201239,3,ES
201240,7,NDF
201241,7,NDF
201242,7,NDF
201243,10,US
201244,3,ES
201245,10,US
201246,7,NDF
201247,7,NDF
201248,7,NDF
201249,7,NDF
201250,10,US
201251,11,other
201252,10,US
201253,10,US
201254,7,NDF
201255,7,NDF
201256,7,NDF
201257,7,NDF
201258,7,NDF
201259,7,NDF
201260,6,IT
201261,7,NDF
201262,11,other
201263,10,US
201264,7,NDF
201265,7,NDF
201266,10,US
201267,7,NDF
201268,7,NDF
201269,11,other
201270,10,US
201271,11,other
201272,10,US
201273,7,NDF
201274,7,NDF
201275,7,NDF
201276,10,US
201277,7,NDF
201278,7,NDF
201279,10,US
201280,10,US
201281,1,CA
201282,7,NDF
201283,7,NDF
201284,7,NDF
201285,10,US
201286,11,other
201287,10,US
201288,7,NDF
201289,7,NDF
201290,10,US
201291,7,NDF
201292,10,US
201293,7,NDF
201294,10,US
201295,7,NDF
201296,7,NDF
201297,7,NDF
201298,4,FR
201299,7,NDF
201300,7,NDF
201301,10,US
201302,7,NDF
201303,7,NDF
201304,7,NDF
201305,10,US
201306,7,NDF
201307,7,NDF
201308,7,NDF
201309,7,NDF
201310,7,NDF
201311,7,NDF
201312,11,other
201313,1,CA
201314,7,NDF
201315,7,NDF
201316,7,NDF
201317,7,NDF
201318,7,NDF
201319,11,other
201320,7,NDF
201321,7,NDF
201322,10,US
201323,10,US
201324,7,NDF
201325,7,NDF
201326,7,NDF
201327,7,NDF
201328,7,NDF
201329,7,NDF
201330,7,NDF
201331,7,NDF
201332,7,NDF
201333,7,NDF
201334,7,NDF
201335,7,NDF
201336,7,NDF
201337,10,US
201338,7,NDF
201339,11,other
201340,7,NDF
201341,11,other
201342,10,US
201343,2,DE
201344,7,NDF
201345,7,NDF
201346,7,NDF
201347,7,NDF
201348,10,US
201349,4,FR
201350,7,NDF
201351,10,US
201352,4,FR
201353,10,US
201354,11,other
201355,7,NDF
201356,10,US
201357,7,NDF
201358,4,FR
201359,7,NDF
201360,7,NDF
201361,5,GB
201362,7,NDF
201363,7,NDF
201364,7,NDF
201365,7,NDF
201366,7,NDF
201367,7,NDF
201368,11,other
201369,7,NDF
201370,10,US
201371,7,NDF
201372,7,NDF
201373,4,FR
201374,7,NDF
201375,7,NDF
201376,7,NDF
201377,7,NDF
201378,2,DE
201379,7,NDF
201380,10,US
201381,7,NDF
201382,10,US
201383,10,US
201384,7,NDF
201385,7,NDF
201386,7,NDF
201387,7,NDF
201388,7,NDF
201389,7,NDF
201390,7,NDF
201391,7,NDF
201392,10,US
201393,7,NDF
201394,7,NDF
201395,7,NDF
201396,7,NDF
201397,7,NDF
201398,7,NDF
201399,7,NDF
201400,7,NDF
201401,7,NDF
201402,7,NDF
201403,7,NDF
201404,10,US
201405,7,NDF
201406,7,NDF
201407,7,NDF
201408,7,NDF
201409,10,US
201410,7,NDF
201411,7,NDF
201412,7,NDF
201413,10,US
201414,7,NDF
201415,7,NDF
201416,7,NDF
201417,7,NDF
201418,7,NDF
201419,10,US
201420,11,other
201421,10,US
201422,10,US
201423,7,NDF
201424,7,NDF
201425,1,CA
201426,7,NDF
201427,7,NDF
201428,7,NDF
201429,10,US
201430,7,NDF
201431,7,NDF
201432,10,US
201433,7,NDF
201434,10,US
201435,7,NDF
201436,10,US
201437,7,NDF
201438,6,IT
201439,11,other
201440,7,NDF
201441,7,NDF
201442,7,NDF
201443,7,NDF
201444,7,NDF
201445,7,NDF
201446,7,NDF
201447,7,NDF
201448,7,NDF
201449,7,NDF
201450,7,NDF
201451,7,NDF
201452,10,US
201453,7,NDF
201454,7,NDF
201455,7,NDF
201456,10,US
201457,10,US
201458,10,US
201459,7,NDF
201460,7,NDF
201461,7,NDF
201462,11,other
201463,7,NDF
201464,10,US
201465,7,NDF
201466,10,US
201467,7,NDF
201468,7,NDF
201469,10,US
201470,10,US
201471,7,NDF
201472,10,US
201473,3,ES
201474,7,NDF
201475,7,NDF
201476,10,US
201477,5,GB
201478,7,NDF
201479,7,NDF
201480,7,NDF
201481,7,NDF
201482,10,US
201483,11,other
201484,7,NDF
201485,10,US
201486,6,IT
201487,7,NDF
201488,7,NDF
201489,7,NDF
201490,7,NDF
201491,7,NDF
201492,10,US
201493,7,NDF
201494,10,US
201495,7,NDF
201496,7,NDF
201497,7,NDF
201498,7,NDF
201499,7,NDF
201500,7,NDF
201501,10,US
201502,10,US
201503,10,US
201504,0,AU
201505,10,US
201506,7,NDF
201507,11,other
201508,7,NDF
201509,10,US
201510,11,other
201511,7,NDF
201512,10,US
201513,7,NDF
201514,7,NDF
201515,11,other
201516,7,NDF
201517,10,US
201518,9,PT
201519,8,NL
201520,7,NDF
201521,10,US
201522,7,NDF
201523,7,NDF
201524,10,US
201525,7,NDF
201526,7,NDF
201527,10,US
201528,7,NDF
201529,7,NDF
201530,7,NDF
201531,10,US
201532,10,US
201533,4,FR
201534,7,NDF
201535,7,NDF
201536,7,NDF
201537,10,US
201538,10,US
201539,7,NDF
